_LOCATION_,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag_Codes
IRQ,OILPROD,TOT,KTOE,A,2008,113803.7307,
IRQ,OILPROD,TOT,KTOE,A,2003,78361.8659,
IRQ,OILPROD,TOT,KTOE,A,2020,204040.344,
IRQ,OILPROD,TOT,KTOE,A,2010,118535.1096,
IRQ,OILPROD,TOT,KTOE,A,2002,112364.3684,
IRQ,OILPROD,TOT,KTOE,A,2018,229565.2486,
IRQ,OILPROD,TOT,KTOE,A,2012,149082.9383,
ISR,OILPROD,TOT,KTOE,A,2012,12.192,
ISR,OILPROD,TOT,KTOE,A,2021,132.5142,
ISR,OILPROD,TOT,KTOE,A,2016,98.5197,
ISR,OILPROD,TOT,KTOE,A,2003,3.048,
ISR,OILPROD,TOT,KTOE,A,2014,59.872,
ISR,OILPROD,TOT,KTOE,A,2007,4.064,
ISR,OILPROD,TOT,KTOE,A,2009,6.096,
ISR,OILPROD,TOT,KTOE,A,2015,65.2325,
ISR,OILPROD,TOT,KTOE,A,2013,51.9167,
ISR,OILPROD,TOT,KTOE,A,2001,4.064,
ISR,OILPROD,TOT,KTOE,A,2008,6.096,
ISR,OILPROD,TOT,KTOE,A,2004,2.032,
ISR,OILPROD,TOT,KTOE,A,2018,75.1161,
ISR,OILPROD,TOT,KTOE,A,2017,65.3371,
ISR,OILPROD,TOT,KTOE,A,2020,132.5142,
ISR,OILPROD,TOT,KTOE,A,2006,7.112,
ISR,OILPROD,TOT,KTOE,A,2002,5.08,
ISR,OILPROD,TOT,KTOE,A,2010,4.064,
ISR,OILPROD,TOT,KTOE,A,2005,2.032,
ISR,OILPROD,TOT,KTOE,A,2019,85.3645,
ISR,OILPROD,TOT,KTOE,A,2011,20.3201,
ITA,OILPROD,TOT,KTOE,A,2016,3746,
ITA,OILPROD,TOT,KTOE,A,2007,5858.8803,
ITA,OILPROD,TOT,KTOE,A,2012,5395.9688,
ITA,OILPROD,TOT,KTOE,A,2008,5219.0026,
ITA,OILPROD,TOT,KTOE,A,2014,5763.8984,
ITA,OILPROD,TOT,KTOE,A,2011,5282.9904,
ITA,OILPROD,TOT,KTOE,A,2015,5470,
ITA,OILPROD,TOT,KTOE,A,2018,4684.199,
ITA,OILPROD,TOT,KTOE,A,2003,5571.0643,
ITA,OILPROD,TOT,KTOE,A,2017,4138,
ITA,OILPROD,TOT,KTOE,A,2006,5767.8977,
ITA,OILPROD,TOT,KTOE,A,2002,5536.0576,
ITA,OILPROD,TOT,KTOE,A,2009,4550.1304,
ITA,OILPROD,TOT,KTOE,A,2013,5500.9487,
ITA,OILPROD,TOT,KTOE,A,2019,4278.553,
ITA,OILPROD,TOT,KTOE,A,2021,4830.767,
ITA,OILPROD,TOT,KTOE,A,2005,6109.8323,
ITA,OILPROD,TOT,KTOE,A,2010,5079.0293,
ITA,OILPROD,TOT,KTOE,A,2004,5446.0404,
ITA,OILPROD,TOT,KTOE,A,2001,4065.2231,
ITA,OILPROD,TOT,KTOE,A,2020,5383.941,
JOR,OILPROD,TOT,KTOE,A,2013,1.02,
JOR,OILPROD,TOT,KTOE,A,2011,1.02,
JOR,OILPROD,TOT,KTOE,A,2021,1.7993,
JOR,OILPROD,TOT,KTOE,A,2012,1.02,
JOR,OILPROD,TOT,KTOE,A,2005,1.02,
JOR,OILPROD,TOT,KTOE,A,2007,1.02,
JOR,OILPROD,TOT,KTOE,A,2018,0.9996,
JOR,OILPROD,TOT,KTOE,A,2001,2.04,
JOR,OILPROD,TOT,KTOE,A,2004,1.02,
JOR,OILPROD,TOT,KTOE,A,2019,1.5993,
JOR,OILPROD,TOT,KTOE,A,2006,1.02,
JOR,OILPROD,TOT,KTOE,A,2010,1.02,
JOR,OILPROD,TOT,KTOE,A,2002,1.02,
JOR,OILPROD,TOT,KTOE,A,2014,1.02,
JOR,OILPROD,TOT,KTOE,A,2017,0.3182,
JOR,OILPROD,TOT,KTOE,A,2020,1.7993,
JOR,OILPROD,TOT,KTOE,A,2003,1.02,
JOR,OILPROD,TOT,KTOE,A,2008,2.04,
JOR,OILPROD,TOT,KTOE,A,2009,1.02,
JPN,OILPROD,TOT,KTOE,A,2019,211.0862,
JPN,OILPROD,TOT,KTOE,A,2011,243.5888,
JPN,OILPROD,TOT,KTOE,A,2015,205.9998,
JPN,OILPROD,TOT,KTOE,A,2007,286.788,
JPN,OILPROD,TOT,KTOE,A,2008,292.2215,
JPN,OILPROD,TOT,KTOE,A,2002,253.1859,
JPN,OILPROD,TOT,KTOE,A,2004,293.7623,
JPN,OILPROD,TOT,KTOE,A,2014,224.8947,
JPN,OILPROD,TOT,KTOE,A,2021,190.1383,
JPN,OILPROD,TOT,KTOE,A,2006,282.1254,
JPN,OILPROD,TOT,KTOE,A,2005,317.467,
JPN,OILPROD,TOT,KTOE,A,2012,241.0136,
JPN,OILPROD,TOT,KTOE,A,2001,286.8069,
JPN,OILPROD,TOT,KTOE,A,2018,167.0417,
JPN,OILPROD,TOT,KTOE,A,2009,265.447,
JPN,OILPROD,TOT,KTOE,A,2017,180.6118,
JPN,OILPROD,TOT,KTOE,A,2013,227.4991,
JPN,OILPROD,TOT,KTOE,A,2010,251.0081,
JPN,OILPROD,TOT,KTOE,A,2016,188.1074,
JPN,OILPROD,TOT,KTOE,A,2003,294.8298,
JPN,OILPROD,TOT,KTOE,A,2020,217.9667,
KAZ,OILPROD,TOT,KTOE,A,2004,60911.4579,
KAZ,OILPROD,TOT,KTOE,A,2015,79422.1399,
KAZ,OILPROD,TOT,KTOE,A,2008,72428.1537,
KAZ,OILPROD,TOT,KTOE,A,2007,68811.6222,
KAZ,OILPROD,TOT,KTOE,A,2002,48330.1541,
KAZ,OILPROD,TOT,KTOE,A,2001,40971.7591,
KAZ,OILPROD,TOT,KTOE,A,2010,81585.3164,
KAZ,OILPROD,TOT,KTOE,A,2013,83756.0765,
KAZ,OILPROD,TOT,KTOE,A,2006,67187.0568,
KAZ,OILPROD,TOT,KTOE,A,2018,90542.2218,
KAZ,OILPROD,TOT,KTOE,A,2011,81971.3119,
KAZ,OILPROD,TOT,KTOE,A,2021,85811.0997,
KAZ,OILPROD,TOT,KTOE,A,2009,78349.9539,
KAZ,OILPROD,TOT,KTOE,A,2020,85572.0356,
KAZ,OILPROD,TOT,KTOE,A,2005,63022.122,
KAZ,OILPROD,TOT,KTOE,A,2014,80823.8435,
KAZ,OILPROD,TOT,KTOE,A,2003,52623.1511,
KAZ,OILPROD,TOT,KTOE,A,2012,81165.4308,
KAZ,OILPROD,TOT,KTOE,A,2017,85788.8326,
KAZ,OILPROD,TOT,KTOE,A,2019,90466.5273,
KAZ,OILPROD,TOT,KTOE,A,2016,77998.2524,
KGZ,OILPROD,TOT,KTOE,A,2021,223.5856,
KGZ,OILPROD,TOT,KTOE,A,2003,70.3494,
KGZ,OILPROD,TOT,KTOE,A,2012,79.3944,
KGZ,OILPROD,TOT,KTOE,A,2009,77.3844,
KGZ,OILPROD,TOT,KTOE,A,2010,83.4143,
KGZ,OILPROD,TOT,KTOE,A,2017,174.0646,
KGZ,OILPROD,TOT,KTOE,A,2018,200.9984,
KGZ,OILPROD,TOT,KTOE,A,2001,76.3794,
KGZ,OILPROD,TOT,KTOE,A,2005,78.3894,
KGZ,OILPROD,TOT,KTOE,A,2013,84.4193,
KGZ,OILPROD,TOT,KTOE,A,2016,145.7238,
KGZ,OILPROD,TOT,KTOE,A,2008,71.3544,
KGZ,OILPROD,TOT,KTOE,A,2020,240.3941,
KGZ,OILPROD,TOT,KTOE,A,2007,69.3444,
KGZ,OILPROD,TOT,KTOE,A,2004,74.3694,
KGZ,OILPROD,TOT,KTOE,A,2015,107.5341,
KGZ,OILPROD,TOT,KTOE,A,2002,76.3794,
KGZ,OILPROD,TOT,KTOE,A,2011,77.3844,
KGZ,OILPROD,TOT,KTOE,A,2019,234.2636,
KGZ,OILPROD,TOT,KTOE,A,2006,71.3544,
KGZ,OILPROD,TOT,KTOE,A,2014,82.4093,
KOR,OILPROD,TOT,KTOE,A,2013,39.775,
KOR,OILPROD,TOT,KTOE,A,2021,4.8586,
KOR,OILPROD,TOT,KTOE,A,2015,16.318,
KOR,OILPROD,TOT,KTOE,A,2005,55.0731,
KOR,OILPROD,TOT,KTOE,A,2020,14.0465,
KOR,OILPROD,TOT,KTOE,A,2009,42.8346,
KOR,OILPROD,TOT,KTOE,A,2010,54.0532,
KOR,OILPROD,TOT,KTOE,A,2019,21.1952,
KOR,OILPROD,TOT,KTOE,A,2016,15.2981,
KOR,OILPROD,TOT,KTOE,A,2011,39.775,
KOR,OILPROD,TOT,KTOE,A,2006,45.8942,
KOR,OILPROD,TOT,KTOE,A,2014,27.5365,
KOR,OILPROD,TOT,KTOE,A,2008,21.4173,
KOR,OILPROD,TOT,KTOE,A,2012,36.7154,
KOR,OILPROD,TOT,KTOE,A,2007,31.616,
KOR,OILPROD,TOT,KTOE,A,2017,30.24,
KOR,OILPROD,TOT,KTOE,A,2018,26.208,
KWT,OILPROD,TOT,KTOE,A,2011,136937.8565,
KWT,OILPROD,TOT,KTOE,A,2012,153734.4128,
KWT,OILPROD,TOT,KTOE,A,2002,89922.3328,
KWT,OILPROD,TOT,KTOE,A,2014,147644.4927,
KWT,OILPROD,TOT,KTOE,A,2021,125701.379,
KWT,OILPROD,TOT,KTOE,A,2008,138207.8599,
KWT,OILPROD,TOT,KTOE,A,2010,119087.7056,
KWT,OILPROD,TOT,KTOE,A,2001,100283.528,
KWT,OILPROD,TOT,KTOE,A,2006,136207.3506,
KWT,OILPROD,TOT,KTOE,A,2004,118202.7672,
KWT,OILPROD,TOT,KTOE,A,2005,132542.629,
KWT,OILPROD,TOT,KTOE,A,2003,108553.7898,
KWT,OILPROD,TOT,KTOE,A,2013,150480.1562,
KWT,OILPROD,TOT,KTOE,A,2016,152154.5286,
KWT,OILPROD,TOT,KTOE,A,2020,125966.5517,
KWT,OILPROD,TOT,KTOE,A,2018,140950.615,
KWT,OILPROD,TOT,KTOE,A,2019,137914.4607,
KWT,OILPROD,TOT,KTOE,A,2009,116485.7227,
KWT,OILPROD,TOT,KTOE,A,2007,132603.5891,
KWT,OILPROD,TOT,KTOE,A,2015,147238.0917,
KWT,OILPROD,TOT,KTOE,A,2017,139283.5243,
LBY,OILPROD,TOT,KTOE,A,2005,83730.461,
LBY,OILPROD,TOT,KTOE,A,2006,87090.7709,
LBY,OILPROD,TOT,KTOE,A,2014,23736.8103,
LBY,OILPROD,TOT,KTOE,A,2018,54777.2943,
LBY,OILPROD,TOT,KTOE,A,2013,49398.1991,
LBY,OILPROD,TOT,KTOE,A,2002,65079.3031,
LBY,OILPROD,TOT,KTOE,A,2017,43464.1506,
LBY,OILPROD,TOT,KTOE,A,2020,19253.6033,
LBY,OILPROD,TOT,KTOE,A,2019,61321.235,
LBY,OILPROD,TOT,KTOE,A,2009,80275.668,
LBY,OILPROD,TOT,KTOE,A,2003,70816.0669,
LBY,OILPROD,TOT,KTOE,A,2008,87199.6318,
LBY,OILPROD,TOT,KTOE,A,2011,24197.9286,
LBY,OILPROD,TOT,KTOE,A,2015,19861.9786,
LBY,OILPROD,TOT,KTOE,A,2021,62175.7909,
LBY,OILPROD,TOT,KTOE,A,2004,80113.4036,
LBY,OILPROD,TOT,KTOE,A,2007,88580.9328,
LBY,OILPROD,TOT,KTOE,A,2001,65449.0193,
LBY,OILPROD,TOT,KTOE,A,2010,83459.3357,
LBY,OILPROD,TOT,KTOE,A,2012,71902.6219,
LBY,OILPROD,TOT,KTOE,A,2016,18684.0215,
LTU,OILPROD,TOT,KTOE,A,2008,130.7882,
LTU,OILPROD,TOT,KTOE,A,2015,75.129,
LTU,OILPROD,TOT,KTOE,A,2009,117.505,
LTU,OILPROD,TOT,KTOE,A,2004,307.5685,
LTU,OILPROD,TOT,KTOE,A,2005,219.9828,
LTU,OILPROD,TOT,KTOE,A,2010,117.505,
LTU,OILPROD,TOT,KTOE,A,2003,389.0437,
LTU,OILPROD,TOT,KTOE,A,2001,479.6847,
LTU,OILPROD,TOT,KTOE,A,2006,184.3374,
LTU,OILPROD,TOT,KTOE,A,2002,442.0025,
LTU,OILPROD,TOT,KTOE,A,2018,46.4966,
LTU,OILPROD,TOT,KTOE,A,2007,157.3545,
LTU,OILPROD,TOT,KTOE,A,2017,56.5035,
LTU,OILPROD,TOT,KTOE,A,2014,83.7862,
LTU,OILPROD,TOT,KTOE,A,2011,116.4832,
LTU,OILPROD,TOT,KTOE,A,2020,31.6196,
LTU,OILPROD,TOT,KTOE,A,2019,39.9511,
LTU,OILPROD,TOT,KTOE,A,2021,28.6082,
LTU,OILPROD,TOT,KTOE,A,2013,87.8733,
LTU,OILPROD,TOT,KTOE,A,2016,64.6909,
LTU,OILPROD,TOT,KTOE,A,2012,104.2218,
MAR,OILPROD,TOT,KTOE,A,2015,4.65,
MAR,OILPROD,TOT,KTOE,A,2002,12.0899,
MAR,OILPROD,TOT,KTOE,A,2006,9.2999,
MAR,OILPROD,TOT,KTOE,A,2008,8.3699,
MAR,OILPROD,TOT,KTOE,A,2004,10.2299,
MAR,OILPROD,TOT,KTOE,A,2005,6.51,
MAR,OILPROD,TOT,KTOE,A,2020,3.8111,
MAR,OILPROD,TOT,KTOE,A,2010,9.2999,
MAR,OILPROD,TOT,KTOE,A,2018,4.5012,
MAR,OILPROD,TOT,KTOE,A,2014,4.65,
MAR,OILPROD,TOT,KTOE,A,2017,4.3152,
MAR,OILPROD,TOT,KTOE,A,2013,7.44,
MAR,OILPROD,TOT,KTOE,A,2012,6.51,
MAR,OILPROD,TOT,KTOE,A,2016,4.65,
MAR,OILPROD,TOT,KTOE,A,2011,9.2999,
MAR,OILPROD,TOT,KTOE,A,2021,3.0188,
MAR,OILPROD,TOT,KTOE,A,2009,7.44,
MAR,OILPROD,TOT,KTOE,A,2001,9.2999,
MAR,OILPROD,TOT,KTOE,A,2007,10.2299,
MAR,OILPROD,TOT,KTOE,A,2019,4.0315,
MAR,OILPROD,TOT,KTOE,A,2003,9.2999,
MDA,OILPROD,TOT,KTOE,A,2006,4.02,
MDA,OILPROD,TOT,KTOE,A,2019,4.8101,
MDA,OILPROD,TOT,KTOE,A,2004,8.0399,
MDA,OILPROD,TOT,KTOE,A,2013,10.021,
MDA,OILPROD,TOT,KTOE,A,2018,5.1107,
MDA,OILPROD,TOT,KTOE,A,2016,6.0126,
MDA,OILPROD,TOT,KTOE,A,2014,8.0168,
MDA,OILPROD,TOT,KTOE,A,2008,15.0749,
MDA,OILPROD,TOT,KTOE,A,2011,13.0273,
MDA,OILPROD,TOT,KTOE,A,2017,5.0105,
MDA,OILPROD,TOT,KTOE,A,2007,8.0399,
MDA,OILPROD,TOT,KTOE,A,2020,5.4113,
MDA,OILPROD,TOT,KTOE,A,2021,4.9103,
MDA,OILPROD,TOT,KTOE,A,2015,7.0147,
MDA,OILPROD,TOT,KTOE,A,2009,17.0849,
MDA,OILPROD,TOT,KTOE,A,2005,5.025,
MDA,OILPROD,TOT,KTOE,A,2010,11.0231,
MDA,OILPROD,TOT,KTOE,A,2012,11.2974,
MEX,OILPROD,TOT,KTOE,A,2019,91850.2549,
MEX,OILPROD,TOT,KTOE,A,2021,93927.605,
MEX,OILPROD,TOT,KTOE,A,2013,139529.4084,
MEX,OILPROD,TOT,KTOE,A,2010,144975.4635,
MEX,OILPROD,TOT,KTOE,A,2009,146731.5254,
MEX,OILPROD,TOT,KTOE,A,2020,91962.488,
MEX,OILPROD,TOT,KTOE,A,2002,170364.2639,
MEX,OILPROD,TOT,KTOE,A,2006,178024.2227,
MEX,OILPROD,TOT,KTOE,A,2011,142889.8832,
MEX,OILPROD,TOT,KTOE,A,2014,134435.5701,
MEX,OILPROD,TOT,KTOE,A,2018,98799.3493,
MEX,OILPROD,TOT,KTOE,A,2005,185013.6841,
MEX,OILPROD,TOT,KTOE,A,2008,158180.6153,
MEX,OILPROD,TOT,KTOE,A,2001,164934.7377,
MEX,OILPROD,TOT,KTOE,A,2016,115851.4937,
MEX,OILPROD,TOT,KTOE,A,2012,142421.5944,
MEX,OILPROD,TOT,KTOE,A,2003,185930.985,
MEX,OILPROD,TOT,KTOE,A,2017,104778.8751,
MEX,OILPROD,TOT,KTOE,A,2015,121586.8088,
MEX,OILPROD,TOT,KTOE,A,2004,189801.4677,
MEX,OILPROD,TOT,KTOE,A,2007,168043.0265,
MMR,OILPROD,TOT,KTOE,A,2019,436.3137,
MMR,OILPROD,TOT,KTOE,A,2010,927.2751,
MMR,OILPROD,TOT,KTOE,A,2013,858.6628,
MMR,OILPROD,TOT,KTOE,A,2002,869.7619,
MMR,OILPROD,TOT,KTOE,A,2011,863.7078,
MMR,OILPROD,TOT,KTOE,A,2001,658.8799,
MMR,OILPROD,TOT,KTOE,A,2005,1124.031,
MMR,OILPROD,TOT,KTOE,A,2006,1058.4457,
MMR,OILPROD,TOT,KTOE,A,2004,989.8334,
MMR,OILPROD,TOT,KTOE,A,2014,763.8164,
MMR,OILPROD,TOT,KTOE,A,2021,424.6173,
MMR,OILPROD,TOT,KTOE,A,2020,438.7353,
MMR,OILPROD,TOT,KTOE,A,2003,975.7073,
MMR,OILPROD,TOT,KTOE,A,2016,594.3036,
MMR,OILPROD,TOT,KTOE,A,2009,959.5633,
MMR,OILPROD,TOT,KTOE,A,2018,490.9422,
MMR,OILPROD,TOT,KTOE,A,2017,585.5082,
MMR,OILPROD,TOT,KTOE,A,2008,1001.9415,
MMR,OILPROD,TOT,KTOE,A,2015,563.0245,
MMR,OILPROD,TOT,KTOE,A,2007,1055.4187,
MMR,OILPROD,TOT,KTOE,A,2012,828.3927,
MNE,OILPROD,TOT,KTOE,A,2002,,L
MNE,OILPROD,TOT,KTOE,A,2004,,L
MNE,OILPROD,TOT,KTOE,A,2001,,L
MNE,OILPROD,TOT,KTOE,A,2003,,L
MNG,OILPROD,TOT,KTOE,A,2002,19.133,
MNG,OILPROD,TOT,KTOE,A,2012,501.4851,
MNG,OILPROD,TOT,KTOE,A,2004,30.2099,
MNG,OILPROD,TOT,KTOE,A,2017,1051.7059,
MNG,OILPROD,TOT,KTOE,A,2020,566.3881,
MNG,OILPROD,TOT,KTOE,A,2007,116.8118,
MNG,OILPROD,TOT,KTOE,A,2016,1137.9079,
MNG,OILPROD,TOT,KTOE,A,2010,301.0925,
MNG,OILPROD,TOT,KTOE,A,2009,257.7915,
MNG,OILPROD,TOT,KTOE,A,2019,948.5238,
MNG,OILPROD,TOT,KTOE,A,2003,25.175,
MNG,OILPROD,TOT,KTOE,A,2013,707.9197,
MNG,OILPROD,TOT,KTOE,A,2005,27.189,
MNG,OILPROD,TOT,KTOE,A,2018,881.2755,
MNG,OILPROD,TOT,KTOE,A,2015,1209.4048,
MNG,OILPROD,TOT,KTOE,A,2011,351.4424,
MNG,OILPROD,TOT,KTOE,A,2014,1021.0962,
MNG,OILPROD,TOT,KTOE,A,2008,162.1267,
MNG,OILPROD,TOT,KTOE,A,2021,537.2134,
MNG,OILPROD,TOT,KTOE,A,2001,10.07,
MNG,OILPROD,TOT,KTOE,A,2006,52.3639,
MOZ,OILPROD,TOT,KTOE,A,2008,28.1959,
MOZ,OILPROD,TOT,KTOE,A,2007,25.175,
MOZ,OILPROD,TOT,KTOE,A,2009,27.189,
MOZ,OILPROD,TOT,KTOE,A,2006,25.175,
MOZ,OILPROD,TOT,KTOE,A,2010,30.2099,
MOZ,OILPROD,TOT,KTOE,A,2004,13.091,
MOZ,OILPROD,TOT,KTOE,A,2005,21.147,
MYS,OILPROD,TOT,KTOE,A,2006,34385.5035,
MYS,OILPROD,TOT,KTOE,A,2002,34837.7945,
MYS,OILPROD,TOT,KTOE,A,2013,28576.0557,
MYS,OILPROD,TOT,KTOE,A,2003,37026.8003,
MYS,OILPROD,TOT,KTOE,A,2012,29114.8753,
MYS,OILPROD,TOT,KTOE,A,2005,36126.3582,
MYS,OILPROD,TOT,KTOE,A,2018,31996.1155,
MYS,OILPROD,TOT,KTOE,A,2011,28324.7444,
MYS,OILPROD,TOT,KTOE,A,2007,33967.3671,
MYS,OILPROD,TOT,KTOE,A,2008,34195.0651,
MYS,OILPROD,TOT,KTOE,A,2019,29878.058,
MYS,OILPROD,TOT,KTOE,A,2010,32162.6708,
MYS,OILPROD,TOT,KTOE,A,2015,32440.8713,
MYS,OILPROD,TOT,KTOE,A,2016,33234.1048,
MYS,OILPROD,TOT,KTOE,A,2017,32807.1787,
MYS,OILPROD,TOT,KTOE,A,2020,26761.638,
MYS,OILPROD,TOT,KTOE,A,2014,29545.1037,
MYS,OILPROD,TOT,KTOE,A,2001,32850.6119,
MYS,OILPROD,TOT,KTOE,A,2021,24954.1123,
MYS,OILPROD,TOT,KTOE,A,2009,32746.9953,
MYS,OILPROD,TOT,KTOE,A,2004,38041.0914,
NER,OILPROD,TOT,KTOE,A,2011,93.6508,
NER,OILPROD,TOT,KTOE,A,2016,826.7455,
NER,OILPROD,TOT,KTOE,A,2017,914.3544,
NER,OILPROD,TOT,KTOE,A,2014,849.9065,
NER,OILPROD,TOT,KTOE,A,2015,746.1857,
NER,OILPROD,TOT,KTOE,A,2020,859.9764,
NER,OILPROD,TOT,KTOE,A,2018,831.7805,
NER,OILPROD,TOT,KTOE,A,2021,775.5266,
NER,OILPROD,TOT,KTOE,A,2012,640.4508,
NER,OILPROD,TOT,KTOE,A,2013,882.1304,
NER,OILPROD,TOT,KTOE,A,2019,907.3054,
NGA,OILPROD,TOT,KTOE,A,2002,100831.3802,
NGA,OILPROD,TOT,KTOE,A,2010,121980.2614,
NGA,OILPROD,TOT,KTOE,A,2005,125059.581,
NGA,OILPROD,TOT,KTOE,A,2008,104650.9208,
NGA,OILPROD,TOT,KTOE,A,2016,90767.4369,
NGA,OILPROD,TOT,KTOE,A,2004,123901.7731,
NGA,OILPROD,TOT,KTOE,A,2012,116091.1648,
NGA,OILPROD,TOT,KTOE,A,2013,108972.7908,
NGA,OILPROD,TOT,KTOE,A,2017,92429.276,
NGA,OILPROD,TOT,KTOE,A,2020,73562.5218,
NGA,OILPROD,TOT,KTOE,A,2015,105293.1264,
NGA,OILPROD,TOT,KTOE,A,2009,106230.3994,
NGA,OILPROD,TOT,KTOE,A,2011,117923.85,
NGA,OILPROD,TOT,KTOE,A,2014,108707.3322,
NGA,OILPROD,TOT,KTOE,A,2007,109314.8239,
NGA,OILPROD,TOT,KTOE,A,2018,95072.2899,
NGA,OILPROD,TOT,KTOE,A,2021,64337.9637,
NGA,OILPROD,TOT,KTOE,A,2001,117777.8478,
NGA,OILPROD,TOT,KTOE,A,2006,118326.1219,
NGA,OILPROD,TOT,KTOE,A,2003,114916.0001,
NGA,OILPROD,TOT,KTOE,A,2019,97548.9511,
NLD,OILPROD,TOT,KTOE,A,2002,2276.3543,
NLD,OILPROD,TOT,KTOE,A,2003,2349.785,
NLD,OILPROD,TOT,KTOE,A,2006,1374.7874,
NLD,OILPROD,TOT,KTOE,A,2009,1338.072,
NLD,OILPROD,TOT,KTOE,A,2019,761.5833,
NLD,OILPROD,TOT,KTOE,A,2007,2109.0953,
NLD,OILPROD,TOT,KTOE,A,2017,970.8916,
NLD,OILPROD,TOT,KTOE,A,2008,1765.3984,
NLD,OILPROD,TOT,KTOE,A,2001,1397.2246,
NLD,OILPROD,TOT,KTOE,A,2018,918.7894,
NLD,OILPROD,TOT,KTOE,A,2020,751.9516,
NLD,OILPROD,TOT,KTOE,A,2004,2147.8504,
NLD,OILPROD,TOT,KTOE,A,2005,1521.649,
NLD,OILPROD,TOT,KTOE,A,2021,763.8545,
NLD,OILPROD,TOT,KTOE,A,2012,1133.0778,
NLD,OILPROD,TOT,KTOE,A,2014,1555.3048,
NLD,OILPROD,TOT,KTOE,A,2015,1423.9861,
NLD,OILPROD,TOT,KTOE,A,2016,975.5891,
NLD,OILPROD,TOT,KTOE,A,2011,1102.4816,
NLD,OILPROD,TOT,KTOE,A,2013,1144.2964,
NLD,OILPROD,TOT,KTOE,A,2010,1040.2694,
NOR,OILPROD,TOT,KTOE,A,2015,83075.0846,
NOR,OILPROD,TOT,KTOE,A,2006,123778.8364,
NOR,OILPROD,TOT,KTOE,A,2001,158958.3773,
NOR,OILPROD,TOT,KTOE,A,2018,75333.0885,
NOR,OILPROD,TOT,KTOE,A,2010,91978.2401,
NOR,OILPROD,TOT,KTOE,A,2011,85389.6962,
NOR,OILPROD,TOT,KTOE,A,2009,102591.2346,
NOR,OILPROD,TOT,KTOE,A,2017,83136.1749,
NOR,OILPROD,TOT,KTOE,A,2019,71260.9426,
NOR,OILPROD,TOT,KTOE,A,2020,86502.4694,
NOR,OILPROD,TOT,KTOE,A,2008,107727.7944,
NOR,OILPROD,TOT,KTOE,A,2012,78801.8213,
NOR,OILPROD,TOT,KTOE,A,2002,155340.0668,
NOR,OILPROD,TOT,KTOE,A,2021,89614.4541,
NOR,OILPROD,TOT,KTOE,A,2003,149237.1626,
NOR,OILPROD,TOT,KTOE,A,2014,79197.3042,
NOR,OILPROD,TOT,KTOE,A,2004,146733.0458,
NOR,OILPROD,TOT,KTOE,A,2007,112513.4007,
NOR,OILPROD,TOT,KTOE,A,2016,83611.5255,
NOR,OILPROD,TOT,KTOE,A,2013,76213.5093,
NOR,OILPROD,TOT,KTOE,A,2005,133955.7322,
NZL,OILPROD,TOT,KTOE,A,2014,1838.8249,
NZL,OILPROD,TOT,KTOE,A,2013,1650.5574,
NZL,OILPROD,TOT,KTOE,A,2002,1428.1632,
NZL,OILPROD,TOT,KTOE,A,2006,878.1181,
NZL,OILPROD,TOT,KTOE,A,2018,1119.5734,
NZL,OILPROD,TOT,KTOE,A,2012,1925.3178,
NZL,OILPROD,TOT,KTOE,A,2019,1159.3315,
NZL,OILPROD,TOT,KTOE,A,2021,850.757,
NZL,OILPROD,TOT,KTOE,A,2004,959.6852,
NZL,OILPROD,TOT,KTOE,A,2015,1934.9514,
NZL,OILPROD,TOT,KTOE,A,2007,1959.1551,
NZL,OILPROD,TOT,KTOE,A,2009,2683.494,
NZL,OILPROD,TOT,KTOE,A,2011,2204.6306,
NZL,OILPROD,TOT,KTOE,A,2017,1457.0076,
NZL,OILPROD,TOT,KTOE,A,2008,2839.0298,
NZL,OILPROD,TOT,KTOE,A,2001,1575.327,
NZL,OILPROD,TOT,KTOE,A,2003,1110.7759,
NZL,OILPROD,TOT,KTOE,A,2016,1640.3052,
NZL,OILPROD,TOT,KTOE,A,2010,2574.5962,
NZL,OILPROD,TOT,KTOE,A,2005,885.6003,
NZL,OILPROD,TOT,KTOE,A,2020,987.3368,
OEU,OILPROD,TOT,KTOE,A,2007,218508.4987,
OEU,OILPROD,TOT,KTOE,A,2015,151131.1846,
OEU,OILPROD,TOT,KTOE,A,2013,140769.9258,
OEU,OILPROD,TOT,KTOE,A,2011,161942.7858,
OEU,OILPROD,TOT,KTOE,A,2018,144881.1429,
OEU,OILPROD,TOT,KTOE,A,2005,250986.2527,
OEU,OILPROD,TOT,KTOE,A,2021,146686.3254,
OEU,OILPROD,TOT,KTOE,A,2001,305395.5095,
OEU,OILPROD,TOT,KTOE,A,2009,195886.6027,
OEU,OILPROD,TOT,KTOE,A,2017,148464.9236,
OEU,OILPROD,TOT,KTOE,A,2008,206279.9302,
OEU,OILPROD,TOT,KTOE,A,2016,150306.4265,
OEU,OILPROD,TOT,KTOE,A,2020,152017.509,
OEU,OILPROD,TOT,KTOE,A,2006,230401.5591,
OEU,OILPROD,TOT,KTOE,A,2010,179687.826,
OEU,OILPROD,TOT,KTOE,A,2002,304447.6361,
OEU,OILPROD,TOT,KTOE,A,2012,147777.888,
OEU,OILPROD,TOT,KTOE,A,2004,275749.9145,
OEU,OILPROD,TOT,KTOE,A,2019,141310.3806,
